target,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence
danceability,-0.05276999104342085,,-0.009603741163984865,-0.05719870381747565,-0.0013734718542590587,-0.0013749015112266647,-0.025862455023453357,0.06758324419528396,-0.007545584424947457,0.005896193324685683,0.03383694835197658,-0.010820366269091462,0.015329070167809754,0.06744849698503014
energy,-0.09997246831251934,-0.03589914802564676,0.0021367078356280115,,0.029294950408221766,0.0022354474601582216,0.03036690973435372,0.15437023619163096,-0.006529145555652212,-0.006640261451671258,0.01072842787973636,0.003833241433371864,0.003864296877308086,0.03637024272391909
valence,0.061030228382177636,0.11240063157012639,-0.023086459589645676,0.09665421497335745,-0.02837233616177116,0.008152749041804208,-0.0007988972368046869,-0.013944032481701106,0.012154203314761977,-0.01839265691484479,-0.0071650417526491796,0.010676774601933168,-0.010000338483436327,
acousticness,,-0.07391491054835274,0.004042183257543684,-0.22296498732573383,0.008172298477801695,0.0020922231840080604,0.003914385652082282,-0.012162107767365994,0.002841868198347713,0.0016819247868991403,-0.0016817508984986029,-0.022387251790872014,-0.01303281576526285,0.051120559927424064
loudness,-0.14513858854879547,1.12763119964729,0.07844595125460171,4.103186789687411,-1.75114795926917,-0.03202521184090003,-0.343021437999031,,0.08328316838801834,0.5195529566741811,-0.5739613293493543,0.24236864639509162,0.04659033587769312,-0.1460000185427429
tempo,-4.062035324647934,-2.7323672451638696,-0.16427532086115443,1.585019462330921,0.701315915510803,-0.047491398320935914,-1.4317742497547203,3.668728881541411,0.38444868712563784,0.025412265412460534,1.2542267016894564,,-0.6611152157918881,1.6182900887440639
